ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,id
233851,26 to 50,Advertising and Marketing,1634
16000001,2 to 5,"",2961
4741618,2 to 5,"",4315
16000001,2 to 5,"",861
184072,51 to 200,COMPUTER_SOFTWARE,1181
16000001,"","",4639
16000001,2 to 5,"",5015
16000001,51 to 200,IMPORT_AND_EXPORT,835
3666,201 to 1000,"",3912
3271286,6 to 10,"",2826
6968662,2 to 5,"",2798
16000001,2 to 5,"",4067
16000001,6 to 10,INSURANCE,4959
7567488,51 to 200,MEDICAL_DEVICES,3463
16000001,2 to 5,"",4088
,1001 to 10000,COMPUTER_SOFTWARE,1259
16000001,1,"",1245
6307864,2 to 5,"",2885
3478818,1,"",2684
16000001,1,"",266
2888616,6 to 10,"",346
4570991,26 to 50,PROFESSIONAL_TRAINING_COACHING,4360
16000001,6 to 10,"",4092
5510564,11 to 25,"",4992
16000001,2 to 5,"",5165
5572633,26 to 50,"",2692
1243533,201 to 1000,REAL_ESTATE,906
1837,201 to 1000,CONSUMER_SERVICES,695
6473426,11 to 25,"",4635
16000001,11 to 25,"",3051
16000001,26 to 50,"",2535
7232709,11 to 25,"",1582
9667444,6 to 10,"",2856
16000001,"","",1872
16000001,26 to 50,"",2029
16000001,6 to 10,"",1031
16000001,6 to 10,"",1450
9304030,51 to 200,Consulting/Advisory,1112
16000001,2 to 5,"",4192
8616,26 to 50,"",222
248717,1001 to 10000,Non-Profit/Educational Institution,4757
16000001,2 to 5,"",3947
16000001,26 to 50,"",819
16000001,6 to 10,"",2514
16000001,2 to 5,"",3471
16000001,"","",1708
16000001,26 to 50,"",1374
16000001,26 to 50,"",447
16000001,11 to 25,"",3859
8288740,6 to 10,"",646
16000001,2 to 5,"",4399
16000001,11 to 25,"",2724
16000001,2 to 5,"",4643
16000001,2 to 5,"",4404
16000001,6 to 10,"",3438
16000001,2 to 5,"",3144
16000001,6 to 10,"",1869
16000001,2 to 5,"",1930
16000001,2 to 5,"",4960
16000001,"","",4381
16000001,"","",1300
16000001,1001 to 10000,HIGHER_EDUCATION,4646
16000001,"","",2128
817042,11 to 25,"",4946
16000001,2 to 5,"",3603
16000001,6 to 10,"",2457
16000001,"","",2255
16000001,"","",4468
3800592,1,"",2136
88544,1001 to 10000,LEGAL_SERVICES,2581
6942667,2 to 5,"",1061
16000001,"","",3085
16000001,2 to 5,"",3856
16000001,6 to 10,"",2612
16000001,26 to 50,"",4615
69494,51 to 200,HIGHER_EDUCATION,2413
1679416,6 to 10,"",2377
16000001,"","",2160
16000001,2 to 5,"",1022
16000001,"10,001 or more","",2343
45115,51 to 200,COMPUTER_SOFTWARE,2100
7805422,1,"",4569
5479238,11 to 25,"",392
16000001,2 to 5,"",2449
16000001,2 to 5,"",1408
6504159,6 to 10,"",4335
16000001,26 to 50,"",5169
16000001,"","",5080
16000001,1,"",3143
16000001,26 to 50,"",1847
16000001,2 to 5,"",1063
9575576,6 to 10,"",4074
16000001,"","",3573
,1,"",4568
16000001,1,"",4684
16000001,2 to 5,"",1292
16000001,"","",4020
16000001,2 to 5,"",2492
16000001,1,"",1288
16000001,6 to 10,"",4847
16000001,"","",3917
16000001,2 to 5,"",3508
16000001,2 to 5,"",1038
162103,51 to 200,HIGHER_EDUCATION,1825
16000001,2 to 5,"",4130
16000001,2 to 5,"",2794
1021961,51 to 200,REAL_ESTATE,312
6800668,6 to 10,"",2454
755391,2 to 5,"",4864
54693,1001 to 10000,Consulting/Advisory,371
16000001,2 to 5,"",4025
16000001,"","",1012
952786,26 to 50,Information Technology & Services,2102
16000001,2 to 5,"",2223
16000001,1,"",1064
16000001,2 to 5,"",4176
16000001,26 to 50,TRANSLATION_AND_LOCALIZATION,3509
2298609,6 to 10,"",2758
16000001,6 to 10,"",3983
16000001,51 to 200,"",3684
16000001,"","",4744
16000001,1001 to 10000,"",4218
248455,51 to 200,"",2867
16000001,2 to 5,"",697
16000001,1,"",404
601917,6 to 10,"",1439
16000001,"","",1667
16000001,11 to 25,"",3818
16000001,1,"",4810
16000001,1,"",1426
16000001,26 to 50,"",4040
5151157,6 to 10,"",3807
16000001,11 to 25,"",978
16000001,2 to 5,"",2809
16000001,11 to 25,"",1632
7069388,6 to 10,"",4860
16000001,6 to 10,"",2337
16000001,2 to 5,"",2954
16000001,1,"",4035
16000001,1,"",4732
657702,201 to 1000,"",828
16000001,51 to 200,"",2604
16000001,2 to 5,"",3991
16000001,2 to 5,"",1979
16000001,"","",4481
61917,6 to 10,"",1650
16000001,"","",3563
,"10,001 or more","",517
16000001,2 to 5,"",3442
6474210,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES,2795
20183,1001 to 10000,Non-Profit/Educational Institution,4922
16000001,"","",1848
16000001,2 to 5,"",1909
7850,"10,001 or more",Manufacturing & Wholesale,4395
16000001,1,"",2146
9506530,26 to 50,MEDICAL_DEVICES,4729
16000001,26 to 50,"",3500
656782,51 to 200,Software / IT,3969
4500658,26 to 50,"",2525
16000001,1,"",769
2365413,26 to 50,"",1991
1782376,51 to 200,COMPUTER_SOFTWARE,3693
16000001,6 to 10,"",2105
16000001,1,"",1260
2435163,51 to 200,ELECTRICAL_ELECTRONIC_MANUFACTURING,307
16000001,6 to 10,HEALTH_WELLNESS_AND_FITNESS,3186
2675074,26 to 50,"",1952
16000001,26 to 50,"",5108
16000001,6 to 10,"",631
16000001,1,"",3786
16000001,2 to 5,MARKETING_AND_ADVERTISING,1341
16000001,"","",4302
7762506,2 to 5,"",879
1717110,6 to 10,"",4189
16000001,"","",1171
2556850,2 to 5,"",3806
16000001,"","",640
16000001,"","",3470
2014045,51 to 200,COMPUTER_SOFTWARE,3616
7774459,6 to 10,"",4611
16000001,2 to 5,"",579
16000001,2 to 5,INFORMATION_TECHNOLOGY_AND_SERVICES,1766
16000001,26 to 50,"",2712
16000001,6 to 10,"",4666
16000001,2 to 5,"",4702
16000001,"","",3261
6701688,11 to 25,CONSUMER_SERVICES,513
329325,1,"",1605
16000001,2 to 5,"",4676
16000001,2 to 5,"",987
16000001,6 to 10,"",3594
8007090,6 to 10,"",1454
16000001,2 to 5,"",4458
16000001,1,"",434
5276644,2 to 5,"",930
16000001,2 to 5,"",3233
4048339,6 to 10,"",1235
16000001,1,"",2536
6739821,6 to 10,ARCHITECTURE_PLANNING,2775
6413,1001 to 10000,"",1491
16000001,1,"",1279
251,51 to 200,Business Services - General,2895
16000001,6 to 10,HOSPITALITY,2018
16000001,1,"",2841
2856245,51 to 200,COMPUTER_SOFTWARE,1629
8560515,6 to 10,"",3781
16000001,11 to 25,"",2632
69889,51 to 200,MEDIA_PRODUCTION,2016
16000001,6 to 10,MARKETING_AND_ADVERTISING,358
16000001,1,"",3986
4910,"10,001 or more",Non-Profit/Educational Institution,1990
16000001,1,"",2145
16000001,"","",2251
7880849,51 to 200,ARCHITECTURE_PLANNING,1565
635988,201 to 1000,Technology - Hardware and Equipment,3366
16000001,"","",770
16000001,"","",2686
487,201 to 1000,"",2186
16000001,6 to 10,"",2006
16000001,"","",3611
4418733,26 to 50,"",3242
16000001,"","",1583
16000001,"","",944
16000001,2 to 5,"",1229
1612475,51 to 200,RESTAURANTS,3375
16000001,1,"",5130
16000001,1,"",2055
16000001,6 to 10,MARKETING_AND_ADVERTISING,1720
16000001,"","",3567
16000001,2 to 5,"",2729
16000001,26 to 50,"",977
4655993,201 to 1000,"",3732
38283,1001 to 10000,HIGHER_EDUCATION,1828
16000001,51 to 200,"",580
4543703,26 to 50,"",2338
16000001,51 to 200,"",829
16000001,"","",3502
16000001,51 to 200,"",1195
8495915,26 to 50,"",1860
16000001,1,"",4670
16000001,"","",587
16000001,201 to 1000,"",2352
16000001,"","",1558
16000001,2 to 5,"",4470
16000001,1,"",1281
16000001,"","",3315
16000001,1,"",4795
16000001,2 to 5,"",2767
16000001,11 to 25,"",2815
102014,26 to 50,HOSPITALITY,1475
16000001,1,"",2003
16000001,2 to 5,"",2027
16000001,2 to 5,"",4262
6553,26 to 50,GOVERNMENT_ADMINISTRATION,1996
16000001,6 to 10,"",1707
16000001,6 to 10,"",2203
16000001,2 to 5,"",353
16000001,1,"",4712
16000001,1,"",1294
16000001,"","",4358
16000001,2 to 5,"",2701
16000001,26 to 50,"",4814
93809,1,"",1693
16000001,11 to 25,"",211
1229849,51 to 200,"",2820
105,201 to 1000,Technology - Software,5111
1152,201 to 1000,ENTERTAINMENT,2445
16000001,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,4201
16000001,1,"",1487
16000001,2 to 5,"",2065
8193863,1,"",4582
16000001,1,"",3304
16000001,6 to 10,"",3122
16000001,1,"",2076
5292970,11 to 25,DESIGN,4677
16000001,"","",2872
16000001,1,"",2205
16000001,26 to 50,Finance & Insurance,4350
16000001,6 to 10,"",1803
8385185,26 to 50,"",1651
619,201 to 1000,COMPUTER_SOFTWARE,4472
16000001,6 to 10,"",364
41935,201 to 1000,INFORMATION_SERVICES,550
16000001,"","",293
10448966,6 to 10,"",898
16000001,11 to 25,"",3521
520952,26 to 50,Technology - Software,2400
7280950,2 to 5,"",2340
16000001,6 to 10,"",4374
16000001,6 to 10,"",2138
16000001,2 to 5,"",1118
16000001,1,"",2226
16000001,2 to 5,"",5138
16000001,6 to 10,"",2968
16000001,51 to 200,"",3284
16000001,1,"",1083
5500696,6 to 10,"",4486
16000001,11 to 25,"",5186
592,1001 to 10000,Other,3656
1424654,51 to 200,REAL_ESTATE,2848
1334616,26 to 50,"",2001
16000001,6 to 10,"",956
16000001,2 to 5,"",1878
16000001,2 to 5,"",3794
5831371,51 to 200,FURNITURE,3358
5197760,2 to 5,"",2067
682597,26 to 50,"",639
3226740,26 to 50,REAL_ESTATE,489
16000001,6 to 10,"",4894
253,2 to 5,"",3141
16000001,2 to 5,"",850
2046692,6 to 10,COMPUTER_SOFTWARE,2880
1217600,26 to 50,PUBLISHING,1332
5458691,26 to 50,"",2163
16000001,"","",221
6965367,26 to 50,"",3894
16000001,"","",1969
4110064,26 to 50,"",2770
16000001,2 to 5,"",1076
16000001,2 to 5,"",2044
144410,1001 to 10000,Manufacturing,5171
6473924,26 to 50,RELIGIOUS_INSTITUTIONS,5071
16000001,2 to 5,"",4466
16000001,2 to 5,"",2598
1393544,"","",1023
16000001,2 to 5,"",4796
16000001,1,"",4255
16000001,2 to 5,"",1549
16000001,2 to 5,"",3759
16000001,1001 to 10000,"",4455
16000001,11 to 25,"",3150
16000001,"","",1666
16000001,"","",343
16000001,6 to 10,MANAGEMENT_CONSULTING,2994
2135494,201 to 1000,"",1618
16000001,1,"",4504
16000001,11 to 25,"",3253
1835060,201 to 1000,LOGISTICS_AND_SUPPLY_CHAIN,4349
13546,26 to 50,APPAREL_FASHION,1053
16000001,26 to 50,"",2893
16000001,1,"",414
9570686,26 to 50,TELECOMMUNICATIONS,4034
16000001,2 to 5,"",842
16000001,1,"",511
1021204,51 to 200,"",3183
16000001,26 to 50,INDUSTRIAL_AUTOMATION,4734
16000001,2 to 5,"",3629
16000001,2 to 5,"",946
16000001,11 to 25,"",3795
16000001,"","",2537
16000001,6 to 10,PROFESSIONAL_TRAINING_COACHING,3586
3413805,51 to 200,"",3695
16000001,1,"",1200
12712,6 to 10,COMPUTER_SOFTWARE,3565
16000001,51 to 200,"",3380
16000001,1,"",3340
5453617,51 to 200,COMPUTER_SOFTWARE,1244
16000001,2 to 5,"",3187
16000001,2 to 5,"",3884
16000001,1,"",1957
1674293,2 to 5,AUTOMOTIVE,1496
16000001,11 to 25,"",4559
16000001,1,"",3810
16000001,2 to 5,DESIGN,1058
16000001,1,"",593
6763964,1001 to 10000,COMPUTER_SOFTWARE,2167
16000001,26 to 50,"",4177
16000001,6 to 10,"",3640
16000001,26 to 50,"",3739
16000001,1,"",2303
16000001,1001 to 10000,"",1988
16000001,201 to 1000,"",873
1386980,6 to 10,"",716
16000001,2 to 5,"",3460
16000001,2 to 5,"",4066
16000001,26 to 50,"",4089
16000001,"","",954
16000001,1,"",4604
16000001,1,"",2745
16000001,1,"",3049
16000001,51 to 200,"",1160
16000001,"","",4289
16000001,2 to 5,"",1806
16000001,2 to 5,"",5128
1826684,51 to 200,Manufacturing,4122
7722140,201 to 1000,"",1445
24,51 to 200,Other,2595
16000001,2 to 5,Reise,939
16000001,6 to 10,"",2956
2803577,6 to 10,"",2787
16000001,1,"",1937
3408327,51 to 200,"",3098
7569157,"","",4804
6121061,6 to 10,"",1829
20183,1001 to 10000,Non-Profit/Educational Institution,4920
16000001,26 to 50,"",3229
16000001,2 to 5,"",3965
5429155,51 to 200,"",2364
49667,201 to 1000,EDUCATION_MANAGEMENT,3549
1144166,26 to 50,"",3210
16000001,6 to 10,TEXTILES,3888
316345,51 to 200,"",2996
96711,1001 to 10000,Manufacturing,456
2518294,2 to 5,"",1446
16000001,"","",2565
16000001,2 to 5,"",3149
243389,"10,001 or more",Technology - Hardware & Equipment,1985
2552076,6 to 10,"",1510
16000001,2 to 5,"",1150
16000001,6 to 10,"",4592
16000001,2 to 5,"",3968
16000001,"","",996
16000001,2 to 5,"",5034
1152516,51 to 200,Other,4300
8424463,26 to 50,"",1040
32271,26 to 50,COMPUTER_SOFTWARE,3411
16000001,26 to 50,"",1696
381700,51 to 200,RETAIL,5150
16000001,6 to 10,MARKETING_AND_ADVERTISING,3630
16000001,6 to 10,"",1966
16000001,2 to 5,"",3126
16000001,26 to 50,"",1659
16000001,6 to 10,"",4577
16000001,2 to 5,"",2272
331,6 to 10,Technology - Hardware and Equipment,4443
16000001,2 to 5,"",2549
4763347,11 to 25,"",2261
363298,201 to 1000,EDUCATION_MANAGEMENT,4750
16000001,1,"",2038
16000001,6 to 10,CHEMICALS,3308
16000001,2 to 5,"",1391
16000001,11 to 25,"",4779
986081,201 to 1000,INSURANCE,3398
16000001,6 to 10,"",3319
16000001,26 to 50,"",1584
1374372,201 to 1000,COMPUTER_SOFTWARE,3296
16000001,1,"",4113
16000001,51 to 200,"",1738
75760,26 to 50,REAL_ESTATE,3372
16000001,2 to 5,"",5070
16000001,6 to 10,"",3534
16000001,2 to 5,"",4424
42976,1001 to 10000,APPAREL_FASHION,3800
16000001,"","",1519
16000001,2 to 5,"",5181
24744,1001 to 10000,HIGHER_EDUCATION,629
6113,1001 to 10000,Non-Profit/Educational Institution,296
16000001,1,"",2072
5119021,11 to 25,MUSIC,2222
,1,"",5018
2526707,26 to 50,BIOTECHNOLOGY,2592
16000001,2 to 5,"",4576
16000001,26 to 50,ELECTRICAL_ELECTRONIC_MANUFACTURING,2639
6520862,11 to 25,"",1682
16000001,6 to 10,"",3984
,2 to 5,"",1736
810442,51 to 200,ENTERTAINMENT,214
16000001,2 to 5,"",2155
16000001,2 to 5,"",2268
16000001,51 to 200,"",984
8679904,2 to 5,"",4942
16000001,2 to 5,"",3054
16000001,"","",1602
97667,1001 to 10000,EDUCATION_MANAGEMENT,4664
16000001,11 to 25,"",2499
3412816,11 to 25,Other,2498
16000001,2 to 5,PHOTOGRAPHY,3058
16000001,1,"",4579
16000001,2 to 5,"",4126
16000001,2 to 5,"",1762
143871,1001 to 10000,Technology - Software,4459
1151545,"10,001 or more","",4036
16000001,6 to 10,"",2389
16000001,2 to 5,"",1433
16000001,"","",5063
16000001,2 to 5,"",2561
16000001,2 to 5,"",2521
421472,1001 to 10000,INFORMATION_TECHNOLOGY_AND_SERVICES,4610
2864497,51 to 200,"",2123
16000001,2 to 5,"",1585
463593,11 to 25,Other,1182
16000001,2 to 5,"",1067
16000001,11 to 25,"",2194
21926,51 to 200,CHEMICALS,3775
16000001,"","",3389
16000001,26 to 50,"",4257
2453218,2 to 5,"",3722
13615,1001 to 10000,HEALTH_WELLNESS_AND_FITNESS,1513
16000001,6 to 10,REAL_ESTATE,3852
4120080,26 to 50,"",446
16000001,2 to 5,"",1970
1603141,6 to 10,"",676
,51 to 200,COMPUTER_SOFTWARE,3882
16000001,1,"",1763
16000001,51 to 200,"",450
16000001,"","",1630
5417911,2 to 5,"",1906
8458363,1001 to 10000,WHOLESALE,3437
16000001,2 to 5,"",4322
6854509,"","",4259
20656,201 to 1000,ARCHITECTURE_PLANNING,1740
16000001,6 to 10,"",3222
3026482,11 to 25,REAL_ESTATE,4512
16000001,2 to 5,"",3462
15212,1001 to 10000,Consumer Products,572
16000001,51 to 200,"",5133
16000001,51 to 200,"",1283
265293,201 to 1000,"",5196
16000001,2 to 5,"",227
2127968,51 to 200,"",466
1880780,11 to 25,"",3962
1692234,26 to 50,Technology - Software,2307
3460681,"","",4583
16000001,1,"",4979
,2 to 5,"",1036
16000001,51 to 200,"",2168
16000001,6 to 10,"",4430
98668,51 to 200,Consulting/Advisory,2998
16000001,11 to 25,"",3466
337533,51 to 200,"",2883
16000001,6 to 10,"",632
16000001,2 to 5,"",4760
44194,51 to 200,Technology - Software,1075
125713,2 to 5,"",3826
10180688,26 to 50,"",2666
7875344,26 to 50,PROFESSIONAL_TRAINING_COACHING,4167
16000001,"","",3407
16000001,"","",3681
,51 to 200,COMPUTER_SOFTWARE,3214
16000001,11 to 25,"",1274
16000001,1001 to 10000,COMPUTER_SOFTWARE,2350
16000001,"","",1350
16000001,"","",1321
16000001,2 to 5,"",2254
428944,1001 to 10000,CONSUMER_SERVICES,2424
16000001,"","",5163
2011,201 to 1000,COMPUTER_SOFTWARE,5185
16000001,2 to 5,"",3536
16000001,2 to 5,"",992
715041,26 to 50,ELECTRICAL_ELECTRONIC_MANUFACTURING,4320
16000001,"","",1137
3568538,6 to 10,MEDICAL_DEVICES,5091
16000001,1,"",4699
55696,1001 to 10000,Non-Profit/Educational Institution,3158
14075,1001 to 10000,HIGHER_EDUCATION,3635
16000001,2 to 5,"",562
16000001,201 to 1000,"",3577
16000001,2 to 5,"",4820
816212,51 to 200,Other,4841
16000001,2 to 5,"",4387
16000001,"","",218
16000001,201 to 1000,ELECTRICAL_ELECTRONIC_MANUFACTURING,2643
16000001,2 to 5,"",1501
16000001,26 to 50,MARKETING_AND_ADVERTISING,321
16000001,"","",1312
16000001,1,"",4301
16000001,"","",4891
16000001,1,"",2012
16000001,1,"",1347
307720,201 to 1000,CONSUMER_ELECTRONICS,4265
16000001,2 to 5,"",2432
296343,2 to 5,"",2414
470773,51 to 200,NON_PROFIT_ORGANIZATION_MANAGEMENT,4924
16000001,"","",3606
16000001,"","",4373
167250,1001 to 10000,BANKING,600
8911579,"","",3170
4721066,2 to 5,"",3892
16000001,51 to 200,"",4070
16000001,6 to 10,CONSTRUCTION,1728
7745609,6 to 10,"",3423
5429081,6 to 10,"",4446
590763,1001 to 10000,REAL_ESTATE,3691
16000001,6 to 10,"",3790
16000001,2 to 5,"",5154
16000001,11 to 25,"",2907
2980752,26 to 50,"",1992
16000001,"","",901
16000001,26 to 50,"",2407
16000001,2 to 5,"",3951
1205306,1,"",1514
16000001,"","",2002
16000001,6 to 10,"",2677
3242742,201 to 1000,"",1742
16000001,2 to 5,"",5047
16000001,2 to 5,"",4417
16000001,26 to 50,"",1553
16000001,6 to 10,MANAGEMENT_CONSULTING,3038
16000001,2 to 5,"",1122
8890992,"","",4849
16000001,6 to 10,"",1853
,1001 to 10000,"",1517
16000001,2 to 5,"",5141
16000001,1,"",3497
16000001,6 to 10,"",3477
16000001,1,"",4068
26443,201 to 1000,BANKING,4132
16000001,6 to 10,ustedes,1792
16000001,1,"",4886
16000001,26 to 50,"",1858
16000001,2 to 5,"",1903
1723600,201 to 1000,FOOD_BEVERAGES,2819
138353,1001 to 10000,HIGHER_EDUCATION,3649
16000001,1,"",3758
16000001,11 to 25,Manufacturing,802
1842857,11 to 25,Advertising & Marketing Services,2741
,2 to 5,"",1499
16000001,6 to 10,"",831
16000001,2 to 5,"",2596
16000001,6 to 10,"",3821
16000001,6 to 10,PHOTOGRAPHY,2443
16000001,1,"",2830
16000001,1,"",1616
16000001,"","",4269
16000001,6 to 10,"",3175
16000001,1,"",4669
16000001,51 to 200,"",4887
16000001,2 to 5,"",743
155275,1001 to 10000,Technology - Software,426
16000001,6 to 10,DESIGN,2048
16000001,2 to 5,"",4667
12581,51 to 200,"",3112
16000001,"","",4438
7858886,51 to 200,CIVIL_ENGINEERING,2423
16000001,2 to 5,"",2524
116598,1001 to 10000,Technology - Software,4956
16000001,26 to 50,"",3120
16000001,1,"",5009
401,1001 to 10000,PUBLISHING,369
16000001,201 to 1000,"",1348
2483778,201 to 1000,HIGHER_EDUCATION,2369
16000001,11 to 25,"",810
16000001,6 to 10,"",2383
16000001,11 to 25,"",2562
6325215,51 to 200,"",4929
1514327,11 to 25,INFORMATION_TECHNOLOGY_AND_SERVICES,2607
7520622,11 to 25,"",2879
6146532,26 to 50,"",2134
16000001,1,"",2863
5714625,2 to 5,"",919
16000001,1,"",1643
16000001,2 to 5,"",4063
16000001,26 to 50,"",333
8682809,26 to 50,Non-Profit/Educational Institution,4937
16000001,2 to 5,"",3408
16000001,1,"",3803
16000001,"","",4409
16000001,1,"",1620
16000001,6 to 10,"",2325
16000001,"","",5048
16000001,6 to 10,"",2301
16000001,26 to 50,MARKETING_AND_ADVERTISING,4168
2033028,"","",3782
16000001,1,"",597
403398,6 to 10,"",4852
1558211,2 to 5,"",2984
16000001,1,"",2502
16000001,1,"",3287
16000001,26 to 50,"",4276
7360636,6 to 10,Other,303
16000001,"","",2037
3264256,1,"",1530
16000001,6 to 10,Technology - Hardware and Equipment,3040
16000001,2 to 5,"",2740
16000001,1001 to 10000,"",4454
16000001,26 to 50,Other,1266
16000001,11 to 25,"",2886
16000001,2 to 5,"",3332
261463,6 to 10,"",1441
16000001,1,"",3697
4892152,2 to 5,"",4057
2121957,2 to 5,"",1268
16000001,1,"",913
16000001,26 to 50,"",4205
908316,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,3101
16000001,6 to 10,"",1785
16000001,2 to 5,"",1236
119345,51 to 200,"",4102
9506822,2 to 5,"",3834
16000001,11 to 25,"",1057
16000001,6 to 10,"",3306
16000001,26 to 50,Other,1615
16000001,11 to 25,"",4741
16000001,"","",4359
604,51 to 200,eCommerce,576
16000001,6 to 10,"",1920
1477182,201 to 1000,Other,2635
16000001,1,"",2112
16000001,6 to 10,"",3095
16000001,2 to 5,"",4500
,1,"",1088
16000001,1,"",370
16000001,2 to 5,"",1646
264652,26 to 50,Comercio Electrónico,1749
16000001,2 to 5,"",2362
16000001,11 to 25,INFORMATION_TECHNOLOGY_AND_SERVICES,649
16000001,2 to 5,"",4665
16000001,"","",589
16000001,"","",1469
16000001,2 to 5,"",3273
16000001,"","",3793
16000001,11 to 25,"",4325
1033,201 to 1000,CONSUMER_SERVICES,2747
1488312,51 to 200,"",1694
1017160,26 to 50,"",5055
1032664,26 to 50,COMPUTER_SOFTWARE,3731
723563,6 to 10,TEXTILES,5068
16000001,6 to 10,"",2214
2874239,6 to 10,MUSIC,4821
16000001,"","",4081
16000001,11 to 25,"",3667
473028,51 to 200,LEISURE_TRAVEL_TOURISM,1842
16000001,11 to 25,EDUCATION_MANAGEMENT,2195
72133,51 to 200,"",4620
2989327,6 to 10,"",442
16000001,6 to 10,"",708
73730,1,"",2808
786439,11 to 25,"",594
4582136,6 to 10,"",1916
2560903,26 to 50,"",1590
16000001,6 to 10,"",2318
281490,51 to 200,"",521
16000001,6 to 10,"",282
16000001,"","",4656
16000001,26 to 50,"",1054
16000001,11 to 25,"",1071
16000001,2 to 5,"",3995
16000001,26 to 50,"",2667
16000001,201 to 1000,"",3203
16000001,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,2807
16000001,2 to 5,"",849
16000001,26 to 50,FINANCIAL_SERVICES,4352
16000001,"","",2421
3054830,"","",4632
16000001,201 to 1000,"",3773
1375242,26 to 50,"",4272
16000001,1001 to 10000,Non-Profit/Educational Institution,1074
16000001,2 to 5,"",1165
16000001,6 to 10,"",485
6866711,6 to 10,"",4139
115988,201 to 1000,Technology - Software,3220
16000001,"","",1611
6472089,26 to 50,INFORMATION_SERVICES,2144
2611220,51 to 200,COMPUTER_SOFTWARE,2311
4217797,2 to 5,"",3528
16000001,2 to 5,"",1213
16000001,11 to 25,"",2036
16000001,2 to 5,"",2009
4795283,1001 to 10000,"",4204
16000001,2 to 5,"",4743
16000001,26 to 50,"",3077
1550708,6 to 10,"",3576
2163956,6 to 10,COMPUTER_SOFTWARE,1168
16000001,6 to 10,"",3302
16000001,2 to 5,"",3838
,"",COMPUTER_SOFTWARE,4777
16000001,6 to 10,"",2909
4921210,201 to 1000,AUTOMOTIVE,4657
798762,26 to 50,Technology - Software,1323
16000001,"","",482
16000001,2 to 5,"",826
16000001,2 to 5,"",2768
16000001,6 to 10,"",4077
16000001,"","",2182
16000001,1,"",744
16000001,"","",2750
16000001,2 to 5,"",2930
16000001,51 to 200,"",2173
16000001,"","",3571
16000001,"","",3532
2576482,26 to 50,"",3617
137502,1001 to 10000,Heath Care (Products or Services),4488
16000001,"","",1180
16000001,1,"",5122
16000001,6 to 10,"",1008
16000001,2 to 5,"",2310
10666475,6 to 10,COMPUTER_SOFTWARE,285
16000001,1001 to 10000,"",3955
16000001,6 to 10,RECREATIONAL_FACILITIES_AND_SERVICES,902
16000001,1,"",4414
6288677,"","",4311
16000001,6 to 10,"",3928
16000001,"","",3148
16000001,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES,4655
7419663,2 to 5,"",687
16000001,"","",1103
16000001,2 to 5,"",650
8759677,6 to 10,"",2593
16000001,2 to 5,"",4661
16000001,"","",4107
5433649,11 to 25,TRANSPORTATION_TRUCKING_RAILROAD,1589
16000001,11 to 25,NON_PROFIT_ORGANIZATION_MANAGEMENT,1579
16000001,1,"",3555
16000001,6 to 10,PRINTING,3028
16000001,6 to 10,LEGAL_SERVICES,1474
1618399,2 to 5,"",4420
16000001,2 to 5,"",3686
,51 to 200,COMPUTER_SOFTWARE,3832
16000001,2 to 5,"",5076
16000001,2 to 5,"",4530
16000001,1,"",2812
16000001,6 to 10,"",4514
1737484,11 to 25,"",5155
1290581,2 to 5,"",1465
16000001,"","",1945
16000001,1,"",5117
4208359,51 to 200,"",1572
16000001,6 to 10,"",893
16000001,2 to 5,"",4629
16000001,1,"",875
16000001,6 to 10,"",4903
325998,6 to 10,COMPUTER_SOFTWARE,1346
1374778,26 to 50,"",1167
471782,51 to 200,"",681
16000001,2 to 5,"",3548
16000001,2 to 5,"",2236
16000001,6 to 10,"",3994
16000001,6 to 10,"",1810
16000001,"","",4416
16000001,1,"",4768
5167988,6 to 10,WHOLESALE,3787
442325,26 to 50,"",3909
16000001,1001 to 10000,"",1002
16000001,1001 to 10000,"",1003
16000001,6 to 10,"",569
16000001,"","",3799
16000001,1,"",1895
16000001,2 to 5,"",4097
16000001,6 to 10,"",1434
856,201 to 1000,Technology - Software,3841
2060242,6 to 10,"",3682
16000001,2 to 5,"",3685
16000001,6 to 10,"",1596
16000001,6 to 10,"",2420
735544,26 to 50,"",3285
16000001,6 to 10,PUBLIC_RELATIONS_AND_COMMUNICATIONS,932
16000001,2 to 5,"",2176
80805,11 to 25,Coaching/Business Services,5092
16000001,"","",3750
16000001,"","",4009
1812327,201 to 1000,TELECOMMUNICATIONS,4949
3334667,11 to 25,MECHANICAL_OR_INDUSTRIAL_ENGINEERING,1535
16000001,51 to 200,PACKAGING_AND_CONTAINERS,1098
500781,1001 to 10000,MARKETING_AND_ADVERTISING,896
16000001,2 to 5,"",3777
16000001,51 to 200,"",626
16000001,1,"",1409
16000001,11 to 25,"",1989
16000001,6 to 10,MARKETING_AND_ADVERTISING,1805
16000001,1,"",2974
,"",COMPUTER_SOFTWARE,3228
3401826,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES,1904
16000001,2 to 5,"",2777
16000001,"","",1222
16000001,26 to 50,"",3511
16000001,1,"",4244
